,Name,Skeleton 006:sternum 2,Skeleton 006:sternum 2.1,Skeleton 006:sternum 2.2,Skeleton 006:sternum 1,Skeleton 006:sternum 1.1,Skeleton 006:sternum 1.2,Skeleton 006:shoulder,Skeleton 006:shoulder.1,Skeleton 006:shoulder.2,Skeleton 006:elbow,Skeleton 006:elbow.1,Skeleton 006:elbow.2,Skeleton 006:humerus,Skeleton 006:humerus.1,Skeleton 006:humerus.2,Skeleton 006:forearm,Skeleton 006:forearm.1,Skeleton 006:forearm.2,Skeleton 006:wrist,Skeleton 006:wrist.1,Skeleton 006:wrist.2,Skeleton 006:ulnar,Skeleton 006:ulnar.1,Skeleton 006:ulnar.2,Skeleton 006:radial,Skeleton 006:radial.1,Skeleton 006:radial.2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,8,8,8,9,9,9,15,15,15,16,16,16,17,17,17,1A,1A,1A,1B,1B,1B,19,19,19,18,18,18
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
330,2.750000,1.502705,0.858534,0.092321,1.513887,0.962014,0.107381,1.330572,0.702824,0.024158,1.372147,1.059237,0.029484,1.321684,0.940474,0.012844,1.393562,0.948364,0.028416,,,,,,,,,
331,2.758333,1.503693,0.856684,0.093579,1.515701,0.960125,0.108273,1.330754,0.702293,0.024461,1.371871,1.058386,0.028660,1.321995,0.939299,0.012571,1.393340,0.947780,0.027826,,,,,,,,,
332,2.766667,1.504670,0.854770,0.094887,1.517584,0.958156,0.109187,1.330860,0.701821,0.024749,1.199246,0.935898,0.157316,1.227950,0.844683,0.069089,1.284388,0.875907,0.100743,1.222465,0.731121,0.124037,1.257603,0.762963,0.104611,1.197517,0.756034,0.161714
333,2.775000,1.505509,0.853475,0.095863,1.519136,0.956815,0.109833,1.331042,0.701616,0.024992,1.199055,0.936077,0.155587,1.228378,0.844057,0.068407,1.284283,0.876001,0.099580,1.222297,0.731387,0.123778,1.257540,0.763065,0.104275,1.197129,0.756624,0.161091
334,2.783333,1.277211,0.714877,0.390074,1.355279,0.749158,0.451639,1.274010,0.664101,0.152640,1.323249,0.861426,0.048107,1.278506,0.770590,0.129806,1.321558,0.727753,0.065345,1.204345,0.679131,0.105306,1.233400,0.711466,0.132437,1.161954,0.704505,0.090413
335,2.791667,1.225186,0.691996,0.400119,1.307803,0.687786,0.465056,1.235935,0.684588,0.159021,1.324654,0.831380,0.011916,1.255069,0.771227,0.103935,1.316594,0.693874,0.058187,1.206650,0.676543,0.112457,1.238643,0.692120,0.149331,1.168387,0.710990,0.108995
336,2.800000,1.222816,0.693524,0.398964,1.304950,0.689077,0.464495,1.235207,0.685177,0.157964,1.323500,0.829246,0.008162,1.253807,0.770442,0.100968,1.315786,0.692189,0.056373,1.206883,0.676850,0.112733,1.239561,0.691990,0.149186,1.168957,0.711723,0.109883
337,2.808333,1.222060,0.695984,0.396295,1.303709,0.691195,0.462406,1.235698,0.686237,0.155326,1.320715,0.828675,0.003013,1.251906,0.770501,0.096870,1.314746,0.691976,0.052974,1.207234,0.677434,0.112648,1.241233,0.693053,0.147663,1.169391,0.712446,0.110492
338,2.816667,1.219326,0.697197,0.395036,1.300408,0.692354,0.461837,1.234842,0.686539,0.154179,1.320916,0.828770,0.002429,1.251306,0.770710,0.095764,1.314881,0.692002,0.052556,1.207204,0.677473,0.112331,1.241376,0.693417,0.147028,1.169365,0.712480,0.110015
339,2.825000,1.217956,0.698195,0.393603,1.298447,0.693759,0.461141,1.234945,0.686424,0.152671,1.319624,0.828016,-0.000183,1.250365,0.770101,0.093503,1.314408,0.691607,0.050836,1.207324,0.677643,0.112018,1.242052,0.693846,0.146037,1.169544,0.712727,0.109911
340,2.833333,1.212852,0.698692,0.393969,1.292752,0.694244,0.462206,1.232331,0.686352,0.153359,1.320091,0.822616,-0.003366,1.249472,0.767506,0.090993,1.313477,0.687120,0.050538,1.207435,0.677356,0.112336,1.242035,0.691840,0.147249,1.170481,0.713332,0.110681
341,2.841667,1.210223,0.699693,0.391417,1.289520,0.695338,0.460360,1.231696,0.686354,0.151008,1.315735,0.817378,-0.011896,1.246319,0.764524,0.084624,1.310885,0.683401,0.046035,1.208055,0.677793,0.112493,1.244093,0.691622,0.146196,1.171776,0.714484,0.112041
342,2.850000,1.207318,0.700601,0.389557,1.286009,0.696333,0.459196,1.230793,0.686372,0.149362,1.313781,0.814812,-0.016026,1.244478,0.763077,0.081178,1.309624,0.681553,0.043807,1.208288,0.677968,0.112309,1.245017,0.691594,0.145343,1.172358,0.715003,0.112302
343,2.858333,1.204420,0.701411,0.387569,1.282514,0.697212,0.457881,1.229866,0.686391,0.147608,1.311630,0.812173,-0.020339,1.242515,0.761571,0.077592,1.308233,0.679665,0.041410,1.208581,0.678153,0.112077,1.246043,0.691623,0.144342,1.172995,0.715517,0.112530
344,2.866667,1.201663,0.702052,0.385462,1.279163,0.697940,0.456433,1.229056,0.686331,0.145745,1.309283,0.809789,-0.024536,1.240479,0.760125,0.074092,1.306810,0.677977,0.038934,1.208921,0.678280,0.111800,1.247138,0.691733,0.143174,1.173606,0.715891,0.112706
345,2.875000,1.199016,0.702600,0.383311,1.275935,0.698621,0.454920,1.228293,0.686203,0.143842,1.309093,0.810543,-0.025227,1.239634,0.760329,0.072660,1.306995,0.678547,0.038043,1.208947,0.678274,0.111303,1.247487,0.692352,0.142001,1.173468,0.715734,0.112109
346,2.883333,1.196442,0.703063,0.381157,1.272772,0.699238,0.453402,1.227590,0.686054,0.141939,1.306712,0.808743,-0.028944,1.237646,0.759132,0.069528,1.305600,0.677312,0.035661,1.209323,0.678516,0.111122,1.248634,0.692675,0.140788,1.174053,0.716158,0.112412
347,2.891667,1.193922,0.703279,0.379230,1.269645,0.699670,0.452121,1.226924,0.685829,0.140240,1.304867,0.807571,-0.031694,1.236019,0.758245,0.067073,1.304565,0.676533,0.033803,1.209618,0.678707,0.110946,1.249543,0.693035,0.139696,1.174472,0.716452,0.112585
348,2.900000,1.191317,0.703529,0.376808,1.266493,0.700144,0.450273,1.226202,0.685575,0.138142,1.302506,0.806519,-0.034841,1.234008,0.757353,0.064249,1.303279,0.675864,0.031519,1.210021,0.679012,0.110775,1.250713,0.693581,0.138303,1.175002,0.716851,0.112899
349,2.908333,1.188913,0.703531,0.374581,1.263558,0.700405,0.448597,1.225582,0.685252,0.136209,1.300434,0.805997,-0.037288,1.232243,0.756708,0.061951,1.302202,0.675578,0.029567,1.210381,0.679328,0.110644,1.251738,0.694151,0.137021,1.175446,0.717217,0.113220
350,2.916667,1.186782,0.703229,0.372375,1.260885,0.700436,0.446947,1.225172,0.684782,0.134250,1.298609,0.806191,-0.039076,1.230721,0.756331,0.060086,1.301400,0.675846,0.027819,1.210719,0.679697,0.110505,1.252677,0.694868,0.135711,1.175795,0.717564,0.113505
351,2.925000,1.184544,0.702941,0.370500,1.258129,0.700446,0.445594,1.224617,0.684402,0.132646,1.294740,0.803930,-0.043220,1.228100,0.754737,0.057116,1.298893,0.674309,0.024987,1.211384,0.680177,0.110584,1.254227,0.695142,0.134383,1.176859,0.718326,0.114491
352,2.933333,,,,,,,1.226354,0.683968,0.129767,1.290147,0.809667,-0.042721,1.225504,0.756724,0.057010,1.298953,0.678481,0.022787,1.211851,0.678202,0.112569,1.255892,0.697117,0.130694,1.175773,0.714822,0.117035
353,2.941667,,,,,,,1.229367,0.661985,0.127103,1.288000,0.810650,-0.028807,1.228099,0.744748,0.066045,1.291903,0.678928,0.022129,1.213432,0.680682,0.116517,1.258403,0.697023,0.134862,1.178291,0.717374,0.125539
354,2.950000,,,,,,,1.231369,0.661443,0.124397,1.289529,0.816168,-0.024831,1.229578,0.746862,0.067530,1.294253,0.683548,0.022668,1.213032,0.681225,0.116111,1.257769,0.698817,0.133858,1.177150,0.717246,0.124922
355,2.958333,,,,,,,1.231017,0.661255,0.123878,1.289500,0.816014,-0.025156,1.229329,0.746696,0.067053,1.294166,0.683431,0.022407,1.213177,0.681311,0.116059,1.257998,0.698842,0.133656,1.177380,0.717392,0.124962
356,2.966667,,,,,,,1.235555,0.660355,0.118772,1.288900,0.825004,-0.019681,1.230651,0.749779,0.069067,1.296405,0.691402,0.022212,1.212710,0.682474,0.115461,1.257341,0.702037,0.131312,1.175880,0.717451,0.124562
357,2.975000,1.174607,0.699086,0.360347,1.245564,0.698617,0.437968,1.222958,0.681297,0.123843,1.290642,0.812176,-0.042836,1.223542,0.756164,0.053540,1.299629,0.680440,0.020985,1.212667,0.679360,0.111937,1.257303,0.698460,0.128329,1.176808,0.716115,0.117019
358,2.983333,1.173684,0.698141,0.359002,1.244301,0.698022,0.436933,1.223025,0.680706,0.122635,1.290499,0.813479,-0.042423,1.223337,0.756340,0.053246,1.299979,0.681564,0.020668,1.212751,0.679625,0.111749,1.257434,0.698963,0.127729,1.176797,0.716275,0.116917
359,2.991667,1.172530,0.697295,0.358347,1.242818,0.697434,0.436575,1.222804,0.680307,0.122111,1.290916,0.813772,-0.042149,1.223441,0.756223,0.053052,1.300377,0.681842,0.020747,1.212799,0.679680,0.111601,1.257455,0.699068,0.127599,1.176816,0.716312,0.116691
360,3.000000,1.171923,0.696196,0.357318,1.241940,0.696653,0.435787,1.222956,0.679664,0.121170,1.291229,0.815007,-0.041355,1.223590,0.756375,0.053066,1.300968,0.682905,0.020779,1.212834,0.679858,0.111421,1.257450,0.699485,0.127236,1.176715,0.716363,0.116464
361,3.008333,1.171574,0.695167,0.355909,1.241432,0.695924,0.434518,1.223205,0.679022,0.119884,1.291222,0.816595,-0.040648,1.223540,0.756658,0.052918,1.301479,0.684273,0.020571,1.212916,0.680142,0.111214,1.257543,0.700052,0.126640,1.176663,0.716506,0.116310
362,3.016667,1.171262,0.694035,0.354926,1.240929,0.695101,0.433700,1.223453,0.678385,0.118972,1.291382,0.817921,-0.039763,1.223652,0.756846,0.053030,1.302022,0.685433,0.020647,1.212907,0.680310,0.111064,1.257471,0.700504,0.126299,1.176484,0.716511,0.116107
363,3.025000,1.171198,0.692853,0.354002,1.240718,0.694217,0.432903,1.223801,0.677700,0.118088,1.291821,0.819431,-0.038532,1.223984,0.757129,0.053363,1.302758,0.686738,0.020931,1.212905,0.680485,0.110920,1.257354,0.700997,0.126067,1.176271,0.716489,0.115846
364,3.033333,1.171205,0.691649,0.353350,1.240594,0.693275,0.432360,1.224141,0.677054,0.117446,1.290492,0.819189,-0.039398,1.223375,0.756494,0.052758,1.302099,0.686730,0.020039,1.213137,0.680700,0.110878,1.257739,0.701209,0.125576,1.176561,0.716714,0.116150
365,3.041667,1.172246,0.690432,0.352444,1.241504,0.692398,0.431561,1.225230,0.676330,0.116402,1.290689,0.821777,-0.037479,1.223865,0.757199,0.053582,1.303072,0.688992,0.020427,1.213000,0.680927,0.110688,1.257416,0.701987,0.125164,1.176068,0.716601,0.115787
366,3.050000,1.171432,0.689275,0.352278,1.240597,0.691486,0.431470,1.224909,0.675766,0.116374,1.291636,0.821657,-0.036748,1.224329,0.756860,0.053800,1.303637,0.688901,0.021044,1.212974,0.680792,0.110659,1.257257,0.701889,0.125485,1.175965,0.716421,0.115511
367,3.058333,1.172553,0.688133,0.351319,1.241608,0.690604,0.430599,1.226049,0.675162,0.115286,1.291456,0.824216,-0.035034,1.224617,0.757592,0.054531,1.304349,0.691142,0.021228,1.212884,0.681064,0.110501,1.257040,0.702656,0.124990,1.175575,0.716384,0.115301
368,3.066667,1.171841,0.687112,0.351333,1.240822,0.689856,0.430668,1.225740,0.674623,0.115420,1.296999,0.823286,-0.033567,1.227930,0.757222,0.054710,1.306627,0.690879,0.023162,1.212170,0.682994,0.107675,1.255501,0.702855,0.126486,1.175335,0.718955,0.111216
369,3.075000,1.172131,0.686160,0.350973,1.241078,0.689119,0.430331,1.226096,0.674120,0.115044,1.297326,0.823929,-0.032826,1.228283,0.757210,0.054980,1.307103,0.691489,0.023422,1.212155,0.682996,0.107524,1.255375,0.703075,0.126361,1.175175,0.718824,0.110904
370,3.083333,1.172464,0.685278,0.350691,1.241369,0.688458,0.430077,1.226463,0.673599,0.114726,1.297729,0.824751,-0.031763,1.228688,0.757301,0.055483,1.307618,0.692233,0.023876,1.212081,0.683021,0.107458,1.255169,0.703315,0.126364,1.174949,0.718707,0.110657
371,3.091667,1.172938,0.684501,0.350447,1.241853,0.687864,0.429816,1.226850,0.673137,0.114438,1.298195,0.825607,-0.030655,1.229135,0.757455,0.056029,1.308162,0.693002,0.024375,1.211987,0.683042,0.107386,1.254929,0.703583,0.126358,1.174688,0.718574,0.110367
372,3.100000,1.173451,0.683833,0.350147,1.242354,0.687374,0.429518,1.227312,0.672749,0.114095,1.298488,0.826571,-0.029621,1.229498,0.757680,0.056532,1.308643,0.693874,0.024779,1.211885,0.683086,0.107305,1.254701,0.703906,0.126258,1.174413,0.718451,0.110094
373,3.108333,1.173886,0.683121,0.350062,1.242794,0.686874,0.429421,1.227662,0.672398,0.113954,1.298802,0.827353,-0.028610,1.229874,0.757840,0.057092,1.309070,0.694587,0.025238,1.211758,0.683086,0.107249,1.254432,0.704154,0.126248,1.174123,0.718293,0.109829
374,3.116667,1.164958,0.690946,0.366935,1.233903,0.694831,0.446254,1.218534,0.677840,0.131043,1.314914,0.809450,-0.025675,1.237500,0.754417,0.063244,1.312949,0.679255,0.038608,1.209893,0.677757,0.107451,1.247839,0.695689,0.136852,1.173364,0.714098,0.104703
375,3.125000,1.174601,0.681934,0.350007,1.243566,0.685816,0.429309,1.228136,0.671913,0.113813,1.299255,0.828237,-0.027319,1.230399,0.758002,0.057850,1.309580,0.695407,0.025856,1.211578,0.683091,0.107190,1.254062,0.704471,0.126267,1.173741,0.718100,0.109482
376,3.133333,1.165534,0.690198,0.366885,1.234497,0.694178,0.446185,1.218955,0.677522,0.130930,1.312385,0.811242,-0.025138,1.236017,0.754898,0.063863,1.313006,0.680191,0.038431,1.210190,0.675134,0.110049,1.249160,0.696108,0.135881,1.172372,0.710118,0.107136
377,3.141667,1.174957,0.681534,0.349348,1.244012,0.685512,0.428567,1.228423,0.671616,0.113203,1.295600,0.831048,-0.025564,1.228127,0.758850,0.059070,1.308908,0.697264,0.025853,1.211831,0.681002,0.109941,1.254690,0.704457,0.125396,1.173157,0.715044,0.112777
378,3.150000,1.175324,0.681583,0.349629,1.244506,0.685526,0.428738,1.228463,0.671641,0.113433,1.295790,0.830950,-0.025442,1.228294,0.758861,0.059267,1.308969,0.697183,0.026026,1.211734,0.680929,0.109910,1.254529,0.704434,0.125466,1.173020,0.714936,0.112621
379,3.158333,,,,,,,1.228186,0.671698,0.113624,1.295937,0.830518,-0.025659,1.228271,0.758742,0.059180,1.308895,0.696797,0.026082,1.211682,0.680872,0.109930,1.254473,0.704317,0.125590,1.173000,0.714918,0.112598
380,3.166667,,,,,,,1.227284,0.651030,0.115369,1.298358,0.817102,-0.017294,1.232463,0.741073,0.065201,1.301510,0.685964,0.026754,1.213050,0.681685,0.114480,1.256543,0.700802,0.133683,1.175999,0.717050,0.120735
381,3.175000,,,,,,,1.226981,0.651078,0.115615,1.298681,0.816722,-0.017356,1.232545,0.741009,0.065237,1.301496,0.685628,0.026911,1.212924,0.681642,0.114419,1.256332,0.700784,0.133791,1.175834,0.716995,0.120511
382,3.183333,,,,,,,1.226656,0.651158,0.115848,1.298664,0.816237,-0.017726,1.232408,0.740867,0.065084,1.301314,0.685211,0.026880,1.212884,0.681607,0.114413,1.256289,0.700665,0.133874,1.175839,0.717011,0.120475
383,3.191667,,,,,,,1.226397,0.651218,0.116143,1.298652,0.815756,-0.018058,1.232320,0.740707,0.064983,1.301176,0.684815,0.026896,1.212813,0.681570,0.114376,1.256200,0.700520,0.133981,1.175817,0.717036,0.120383
384,3.200000,,,,,,,1.226129,0.651260,0.116454,1.298674,0.815183,-0.018461,1.232256,0.740493,0.064835,1.301061,0.684336,0.026883,1.212762,0.681476,0.114294,1.256119,0.700333,0.134055,1.175806,0.716997,0.120228
385,3.208333,,,,,,,1.226652,0.651051,0.116981,1.299368,0.815461,-0.017509,1.233055,0.740528,0.065651,1.301743,0.684692,0.027659,1.212394,0.681401,0.114092,1.255466,0.700478,0.134260,1.175241,0.716793,0.119537
386,3.216667,1.176645,0.683657,0.351044,1.246343,0.687591,0.429700,1.228127,0.672310,0.114523,1.295853,0.829710,-0.026441,1.228357,0.758856,0.059303,1.308550,0.696254,0.026157,1.210975,0.680713,0.109463,1.253561,0.704259,0.125520,1.172210,0.714698,0.111666
387,3.225000,,,,,,,1.227392,0.672476,0.114501,1.295446,0.828352,-0.027977,1.227760,0.758340,0.058308,1.307858,0.695050,0.025430,1.211123,0.680763,0.109541,1.253941,0.703943,0.125517,1.172602,0.715002,0.112074
388,3.233333,,,,,,,1.227132,0.651683,0.115942,1.297294,0.816322,-0.018851,1.231902,0.741167,0.064837,1.300507,0.685366,0.026095,1.212415,0.681757,0.114029,1.255936,0.700734,0.133309,1.175467,0.717240,0.120223
389,3.241667,,,,,,,1.227070,0.651576,0.116143,1.295597,0.815087,-0.020761,1.230990,0.740427,0.063973,1.299330,0.684527,0.025135,1.212560,0.681898,0.114078,1.256301,0.700613,0.133114,1.175826,0.717541,0.120617
390,3.250000,,,,,,,1.226953,0.651495,0.116420,1.297482,0.815766,-0.018893,1.232061,0.740834,0.064972,1.300555,0.685006,0.026413,1.212163,0.681753,0.113908,1.255571,0.700603,0.133565,1.175243,0.717305,0.119871
391,3.258333,1.175323,0.684348,0.351842,1.244990,0.688573,0.430510,1.226690,0.672198,0.115261,1.295715,0.827016,-0.028301,1.227845,0.757611,0.058329,1.307666,0.694063,0.025847,1.210765,0.680706,0.109446,1.253505,0.703542,0.126111,1.172390,0.715122,0.111783
392,3.266667,1.174914,0.684542,0.351972,1.244562,0.688817,0.430654,1.226310,0.672255,0.115393,1.295647,0.826421,-0.028810,1.227678,0.757370,0.058024,1.307461,0.693567,0.025709,1.210763,0.680702,0.109448,1.253561,0.703369,0.126196,1.172490,0.715228,0.111846
393,3.275000,1.174594,0.684713,0.352102,1.244219,0.689065,0.430800,1.225998,0.672279,0.115511,1.295571,0.825906,-0.029240,1.227539,0.757142,0.057772,1.307279,0.693151,0.025599,1.210748,0.680706,0.109439,1.253587,0.703232,0.126270,1.172557,0.715320,0.111879
394,3.283333,1.174384,0.684867,0.352223,1.243990,0.689298,0.430934,1.225759,0.672261,0.115603,1.295539,0.825489,-0.029545,1.227451,0.756942,0.057596,1.307151,0.692820,0.025541,1.210720,0.680703,0.109423,1.253584,0.703115,0.126341,1.172595,0.715388,0.111881
395,3.291667,1.231076,0.744432,0.330029,1.300668,0.748919,0.408749,1.261228,0.701850,0.092397,1.240173,0.880824,-0.031661,1.206647,0.793809,0.059072,1.298815,0.754127,0.011265,1.205734,0.686498,0.098328,1.244701,0.719778,0.098208,1.161820,0.713409,0.095183
396,3.300000,1.174096,0.685140,0.352422,1.243665,0.689699,0.431159,1.225417,0.672247,0.115751,1.295397,0.824755,-0.030163,1.227277,0.756584,0.057247,1.306918,0.692234,0.025360,1.210723,0.680668,0.109392,1.253648,0.702882,0.126418,1.172716,0.715478,0.111915
397,3.308333,1.230546,0.745380,0.330479,1.300092,0.749989,0.409232,1.260742,0.702359,0.092938,1.240644,0.880103,-0.032839,1.206702,0.793857,0.058471,1.299079,0.753531,0.011100,1.205699,0.686341,0.098128,1.244689,0.719592,0.098128,1.161820,0.713276,0.094707
398,3.316667,1.173711,0.685221,0.352829,1.243250,0.689925,0.431584,1.225016,0.672197,0.116122,1.295638,0.823860,-0.030575,1.227339,0.756158,0.057060,1.306839,0.691516,0.025432,1.210692,0.680580,0.109341,1.253596,0.702630,0.126630,1.172766,0.715483,0.111790
399,3.325000,1.173644,0.685109,0.353047,1.243197,0.689908,0.431783,1.224879,0.672120,0.116312,1.294152,0.822065,-0.032742,1.226510,0.755145,0.055995,1.305704,0.690194,0.024291,1.210942,0.680647,0.109443,1.254106,0.702364,0.126506,1.173245,0.715765,0.112332
400,3.333333,1.173950,0.685155,0.352594,1.243521,0.690070,0.431307,1.225100,0.672117,0.115842,1.293946,0.822788,-0.032585,1.226432,0.755422,0.055912,1.305860,0.690866,0.024183,1.210917,0.680796,0.109308,1.254078,0.702647,0.126206,1.173156,0.715845,0.112187
401,3.341667,1.173734,0.684555,0.353413,1.243316,0.689630,0.432107,1.224781,0.671816,0.116594,1.294831,0.821950,-0.032169,1.226983,0.754936,0.056340,1.306117,0.690171,0.024848,1.210822,0.680585,0.109326,1.253815,0.702340,0.126768,1.173058,0.715651,0.111932
402,3.350000,1.230260,0.746197,0.331628,1.299862,0.751426,0.410294,1.260167,0.703023,0.094082,1.241723,0.878276,-0.035013,1.207368,0.793536,0.057545,1.299620,0.752047,0.010751,1.205748,0.685906,0.097755,1.244730,0.719165,0.098080,1.161898,0.712826,0.093869
403,3.358333,1.174141,0.683736,0.353799,1.243770,0.689134,0.432428,1.224903,0.671398,0.116859,1.295544,0.822138,-0.031265,1.227576,0.754787,0.056895,1.306696,0.690415,0.025536,1.210678,0.680452,0.109183,1.253450,0.702339,0.126999,1.172788,0.715407,0.111447
404,3.366667,1.230125,0.745725,0.332414,1.299805,0.751315,0.410985,1.259934,0.702959,0.094774,1.243299,0.878236,-0.034528,1.208362,0.793630,0.057934,1.300468,0.751875,0.011513,1.205778,0.685644,0.097591,1.244709,0.718958,0.098259,1.161934,0.712497,0.093213
405,3.375000,1.175115,0.682557,0.354298,1.244821,0.688278,0.432836,1.225388,0.670860,0.117161,1.296513,0.822967,-0.029575,1.228498,0.754900,0.057997,1.307559,0.691200,0.026582,1.210434,0.680312,0.109023,1.252868,0.702514,0.127252,1.172299,0.715028,0.110790
406,3.383333,1.175570,0.682044,0.354312,1.245367,0.687869,0.432763,1.225604,0.670612,0.117125,1.296775,0.823380,-0.028954,1.228775,0.754949,0.058346,1.307859,0.691582,0.026894,1.210359,0.680280,0.108956,1.252690,0.702608,0.127270,1.172136,0.714906,0.110574
407,3.391667,1.175996,0.681683,0.354421,1.245882,0.687555,0.432789,1.225793,0.670450,0.117189,1.297070,0.823650,-0.028441,1.229062,0.754998,0.058678,1.308120,0.691824,0.027185,1.210300,0.680222,0.108894,1.252533,0.702648,0.127316,1.172005,0.714774,0.110370
408,3.400000,,,,,,,1.225634,0.670337,0.117555,1.297660,0.823329,-0.028105,1.229399,0.754840,0.058945,1.308367,0.691546,0.027627,1.210242,0.680064,0.108873,1.252340,0.702515,0.127569,1.171907,0.714582,0.110136
409,3.408333,,,,,,,1.225493,0.649247,0.119815,1.299648,0.810292,-0.019704,1.233623,0.737208,0.065310,1.301129,0.681138,0.028305,1.211484,0.681178,0.113202,1.254037,0.699357,0.135219,1.174699,0.717094,0.117615
410,3.416667,,,,,,,1.225328,0.649144,0.120212,1.300091,0.809834,-0.019571,1.233854,0.736987,0.065481,1.301284,0.680754,0.028622,1.211453,0.681048,0.113193,1.253889,0.699194,0.135461,1.174656,0.716972,0.117433
411,3.425000,,,,,,,1.225160,0.649057,0.120631,1.300546,0.809394,-0.019403,1.234090,0.736787,0.065685,1.301442,0.680385,0.028971,1.211403,0.680914,0.113198,1.253712,0.699054,0.135709,1.174579,0.716833,0.117247
412,3.433333,,,,,,,1.224991,0.648992,0.121008,1.300954,0.808983,-0.019260,1.234286,0.736610,0.065861,1.301572,0.680037,0.029287,1.211362,0.680797,0.113208,1.253557,0.698919,0.135947,1.174521,0.716717,0.117093
413,3.441667,,,,,,,1.224843,0.648928,0.121399,1.301331,0.808554,-0.019136,1.234469,0.736422,0.066037,1.301683,0.679682,0.029602,1.211325,0.680695,0.113231,1.253410,0.698783,0.136200,1.174477,0.716624,0.116959
414,3.450000,,,,,,,1.224783,0.648895,0.121661,1.301592,0.808302,-0.019021,1.234607,0.736317,0.066180,1.301785,0.679463,0.029827,1.211300,0.680590,0.113255,1.253306,0.698694,0.136355,1.174426,0.716505,0.116867
415,3.458333,,,,,,,1.224746,0.648876,0.121881,1.303639,0.809268,-0.016782,1.235776,0.736939,0.067428,1.303010,0.680125,0.031208,1.210938,0.680411,0.113132,1.252509,0.698911,0.136701,1.173769,0.716079,0.116104
416,3.466667,,,,,,,1.224733,0.648868,0.122108,1.303857,0.809107,-0.016643,1.235905,0.736889,0.067589,1.303097,0.679990,0.031418,1.210910,0.680349,0.113161,1.252407,0.698874,0.136840,1.173714,0.715998,0.116030
417,3.475000,,,,,,,1.224689,0.648873,0.122247,1.302331,0.807925,-0.018515,1.235026,0.736240,0.066687,1.302045,0.679137,0.030453,1.211172,0.680425,0.113329,1.252944,0.698703,0.136714,1.174158,0.716228,0.116598
418,3.483333,,,,,,,1.224675,0.648900,0.122329,1.302336,0.807864,-0.018509,1.235016,0.736235,0.066729,1.302028,0.679081,0.030507,1.211164,0.680400,0.113378,1.252926,0.698700,0.136764,1.174137,0.716192,0.116629
