,Name,Skeleton 006:sternum 2,Skeleton 006:sternum 2.1,Skeleton 006:sternum 2.2,Skeleton 006:sternum 1,Skeleton 006:sternum 1.1,Skeleton 006:sternum 1.2,Skeleton 006:shoulder,Skeleton 006:shoulder.1,Skeleton 006:shoulder.2,Skeleton 006:elbow,Skeleton 006:elbow.1,Skeleton 006:elbow.2,Skeleton 006:humerus,Skeleton 006:humerus.1,Skeleton 006:humerus.2,Skeleton 006:forearm,Skeleton 006:forearm.1,Skeleton 006:forearm.2,Skeleton 006:wrist,Skeleton 006:wrist.1,Skeleton 006:wrist.2,Skeleton 006:ulnar,Skeleton 006:ulnar.1,Skeleton 006:ulnar.2,Skeleton 006:radial,Skeleton 006:radial.1,Skeleton 006:radial.2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,8,8,8,9,9,9,15,15,15,16,16,16,17,17,17,1A,1A,1A,1B,1B,1B,19,19,19,18,18,18
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
522,4.350000,1.209857,0.772588,0.441646,1.289940,0.778137,0.509587,1.222280,0.715161,0.205453,1.326943,0.881592,0.093448,1.256377,0.819401,0.183341,1.301502,0.729887,0.105423,1.206267,0.654024,0.097394,1.188249,0.697928,0.116726,1.178457,0.642494,0.055486
523,4.358333,1.213116,0.773318,0.442387,1.293679,0.779024,0.509745,1.223770,0.715397,0.206202,1.327042,0.882175,0.093551,1.257426,0.819823,0.184071,1.301177,0.730525,0.105263,1.206359,0.653963,0.097290,1.187964,0.698902,0.113659,1.179879,0.640332,0.055151
524,4.366667,1.216337,0.773744,0.442915,1.297377,0.779646,0.509681,1.225273,0.715426,0.206735,1.327375,0.882489,0.093476,1.258565,0.819982,0.184504,1.301127,0.730995,0.105127,1.206354,0.654016,0.097227,1.188141,0.699607,0.111911,1.180507,0.639401,0.055026
525,4.375000,1.219485,0.774087,0.443570,1.300977,0.780231,0.509762,1.226760,0.715416,0.207391,1.327638,0.882796,0.093522,1.259681,0.820114,0.185070,1.300968,0.731428,0.105017,1.206400,0.654024,0.097140,1.188138,0.700341,0.109271,1.181642,0.637723,0.054903
526,4.383333,1.200194,0.845572,0.406966,1.282136,0.852048,0.472567,1.212912,0.764084,0.182349,1.317328,0.913756,0.049495,1.243996,0.866892,0.146213,1.289435,0.771833,0.091106,1.223555,0.651228,0.083113,1.255254,0.688800,0.068641,1.234421,0.609465,0.054821
527,4.391667,1.225802,0.774388,0.444787,1.308176,0.781241,0.509807,1.229781,0.715079,0.208600,1.328243,0.883505,0.093990,1.262007,0.820224,0.186382,1.300170,0.732517,0.104639,1.206559,0.655593,0.095527,1.186281,0.701968,0.103530,1.184679,0.635747,0.053219
528,4.400000,1.206278,0.844622,0.407619,1.289051,0.851892,0.472085,1.216023,0.762741,0.182759,1.318461,0.914695,0.050388,1.246053,0.866341,0.147067,1.292876,0.771776,0.091076,1.221486,0.653690,0.081878,1.254030,0.690938,0.068481,1.229180,0.613688,0.050204
529,4.408333,1.231641,0.773584,0.445840,1.314796,0.781312,0.509758,1.232689,0.714090,0.209569,1.329100,0.883201,0.093885,1.264314,0.819414,0.186955,1.300431,0.732726,0.104622,1.206461,0.655613,0.095531,1.187066,0.702616,0.101891,1.184993,0.635120,0.053321
530,4.416667,1.233971,0.772503,0.446513,1.317480,0.780718,0.509907,1.233782,0.713171,0.210175,1.329407,0.882625,0.094078,1.265210,0.818539,0.187351,1.300440,0.732442,0.104820,1.206392,0.655619,0.095567,1.186867,0.702585,0.101804,1.185080,0.635010,0.053333
531,4.425000,1.236585,0.771515,0.446649,1.320433,0.780241,0.509525,1.235135,0.712306,0.210242,1.329960,0.882165,0.093782,1.266312,0.817753,0.187206,1.300833,0.732380,0.104765,1.206235,0.655745,0.095603,1.187400,0.702796,0.103170,1.184092,0.636371,0.053212
532,4.433333,1.238960,0.770302,0.446878,1.323111,0.779520,0.509276,1.236353,0.711329,0.210379,1.330469,0.881586,0.093611,1.267327,0.816841,0.187149,1.301159,0.732190,0.104769,1.206076,0.655862,0.095644,1.187735,0.702912,0.104352,1.183275,0.637513,0.053146
533,4.441667,1.211977,0.792075,0.495419,1.296422,0.801769,0.557346,1.212540,0.730883,0.260632,1.276387,0.905686,0.138141,1.232873,0.839961,0.241653,1.225447,0.751977,0.124025,1.233471,0.640887,0.094250,1.269057,0.651597,0.058968,1.251203,0.602268,0.123519
534,4.450000,1.243093,0.767166,0.446965,1.327787,0.777457,0.508456,1.238473,0.708959,0.210244,1.331537,0.880041,0.093029,1.269139,0.814570,0.186560,1.302034,0.731565,0.104734,1.205644,0.656201,0.095717,1.188600,0.702965,0.107905,1.180968,0.640889,0.053065
535,4.458333,1.216516,0.788523,0.495562,1.301459,0.799297,0.556625,1.215189,0.728114,0.260485,1.282353,0.903445,0.138921,1.237053,0.837220,0.241342,1.232685,0.750931,0.127437,1.231262,0.640731,0.092077,1.265287,0.652592,0.055641,1.248684,0.599156,0.117187
536,4.466667,1.246658,0.763273,0.447131,1.331809,0.774631,0.507796,1.240278,0.706221,0.210115,1.332670,0.878106,0.092584,1.270803,0.811887,0.185940,1.303035,0.730576,0.104792,1.205276,0.656497,0.095835,1.189522,0.702746,0.111286,1.178909,0.644118,0.053242
537,4.475000,1.247915,0.760743,0.447176,1.333256,0.772622,0.507474,1.240869,0.704495,0.209987,1.333125,0.876718,0.092321,1.271392,0.810123,0.185499,1.303757,0.729733,0.105113,1.205362,0.656409,0.096186,1.190233,0.701623,0.114966,1.177525,0.646648,0.053849
538,4.483333,1.248174,0.757782,0.447654,1.333685,0.770236,0.507593,1.240764,0.702513,0.210314,1.333277,0.875098,0.092712,1.271461,0.808101,0.185546,1.303874,0.728574,0.105619,1.205171,0.656470,0.096272,1.189745,0.700778,0.116883,1.176831,0.647859,0.054019
539,4.491667,1.251081,0.756513,0.447030,1.336756,0.769504,0.506622,1.242553,0.701678,0.209493,1.334120,0.874711,0.091439,1.272866,0.807355,0.184386,1.304897,0.728710,0.104908,1.204941,0.656778,0.096262,1.191613,0.701272,0.117909,1.175524,0.650004,0.054413
540,4.500000,1.226278,0.776320,0.492698,1.312097,0.789762,0.551980,1.221291,0.719182,0.256658,1.298681,0.895356,0.137377,1.247607,0.828013,0.236294,1.254627,0.745306,0.132944,1.223635,0.641850,0.087692,1.254083,0.656842,0.049299,1.236458,0.593459,0.100200
541,4.508333,1.253473,0.751536,0.446606,1.339407,0.765529,0.505594,1.243819,0.698505,0.208686,1.335170,0.872208,0.090323,1.274083,0.804129,0.182853,1.306209,0.727268,0.104617,1.204453,0.657275,0.096380,1.193150,0.700566,0.121360,1.173313,0.653978,0.055368
542,4.516667,1.229444,0.770628,0.491010,1.315483,0.785046,0.549743,1.223375,0.715271,0.254513,1.304866,0.891397,0.135679,1.251459,0.823791,0.233173,1.263134,0.741983,0.133445,1.220321,0.642923,0.086902,1.249255,0.658803,0.047703,1.230179,0.592878,0.094702
543,4.525000,1.255314,0.746363,0.446483,1.341440,0.761228,0.504976,1.244756,0.695384,0.208150,1.336089,0.869716,0.089563,1.275081,0.800953,0.181637,1.307258,0.725765,0.104464,1.204046,0.657714,0.096484,1.194203,0.699955,0.123773,1.171817,0.656931,0.056195
544,4.533333,1.256461,0.744074,0.446073,1.342667,0.759287,0.504357,1.245421,0.694067,0.207535,1.336602,0.868659,0.088751,1.275680,0.799596,0.180657,1.307970,0.725180,0.104080,1.203859,0.658016,0.096556,1.195164,0.699794,0.124926,1.170982,0.658662,0.056791
545,4.541667,1.257310,0.741218,0.445569,1.343570,0.756821,0.503670,1.245924,0.692348,0.206810,1.337165,0.867186,0.087876,1.276204,0.797791,0.179506,1.308751,0.724257,0.103687,1.203626,0.658370,0.096668,1.196134,0.699398,0.126441,1.170010,0.660718,0.057591
546,4.550000,1.258055,0.738979,0.445510,1.344385,0.754867,0.503431,1.246288,0.691145,0.206561,1.337440,0.866276,0.087544,1.276558,0.796582,0.179000,1.309128,0.723704,0.103535,1.203520,0.658547,0.096710,1.196516,0.699247,0.127048,1.169634,0.661602,0.057916
547,4.558333,1.236252,0.757138,0.486625,1.322631,0.773275,0.544404,1.227976,0.706694,0.248960,1.316525,0.882393,0.130054,1.259141,0.814322,0.224930,1.278927,0.733971,0.131366,1.213915,0.646188,0.086953,1.236945,0.664032,0.044796,1.217745,0.594731,0.086603
548,4.566667,1.259614,0.734881,0.445224,1.346043,0.751203,0.502874,1.247161,0.689076,0.205894,1.338051,0.864764,0.086745,1.277357,0.794513,0.177899,1.310025,0.722796,0.103058,1.203418,0.658897,0.096753,1.197616,0.698983,0.128143,1.168968,0.663444,0.058607
549,4.575000,1.238434,0.752481,0.483839,1.324912,0.768950,0.541375,1.229533,0.703957,0.245784,1.320133,0.879372,0.126652,1.261500,0.811205,0.220692,1.284060,0.731197,0.129277,1.211916,0.647727,0.087500,1.231315,0.667055,0.044187,1.213955,0.596268,0.084272
550,4.583333,1.261088,0.731052,0.444446,1.347604,0.747660,0.501884,1.248040,0.687188,0.204773,1.338639,0.863390,0.085551,1.278084,0.792617,0.176393,1.310950,0.722030,0.102262,1.203282,0.659373,0.096760,1.198828,0.699028,0.128909,1.168309,0.665272,0.059281
551,4.591667,1.261624,0.729166,0.444215,1.348175,0.745870,0.501574,1.248352,0.686272,0.204380,1.338897,0.862695,0.085161,1.278375,0.791690,0.175844,1.311287,0.721612,0.101996,1.203225,0.659581,0.096766,1.199200,0.699002,0.129257,1.168068,0.665989,0.059544
552,4.600000,1.262048,0.727336,0.443819,1.348596,0.744191,0.501138,1.248664,0.685344,0.203829,1.339086,0.862076,0.084700,1.278611,0.790789,0.175193,1.311630,0.721255,0.101629,1.203167,0.659784,0.096738,1.199612,0.699080,0.129435,1.167847,0.666620,0.059747
553,4.608333,1.262380,0.725664,0.443438,1.348921,0.742625,0.500736,1.248910,0.684522,0.203302,1.339278,0.861458,0.084187,1.278807,0.789955,0.174512,1.311989,0.720885,0.101284,1.203103,0.660006,0.096747,1.200083,0.699055,0.129792,1.167573,0.667420,0.060069
554,4.616667,1.242145,0.742489,0.479822,1.328680,0.759538,0.537103,1.232316,0.698376,0.240883,1.325233,0.873911,0.121531,1.265167,0.805132,0.214210,1.290564,0.726529,0.125282,1.209109,0.650346,0.088684,1.217995,0.673711,0.043952,1.210263,0.599407,0.080531
555,4.625000,1.262541,0.722399,0.442719,1.349078,0.739472,0.499990,1.249041,0.682950,0.202333,1.339582,0.860253,0.083407,1.278957,0.788361,0.173318,1.312539,0.720132,0.100742,1.202965,0.660451,0.096700,1.200719,0.698990,0.130399,1.167122,0.668829,0.060538
556,4.633333,1.242655,0.739213,0.477792,1.329164,0.756350,0.535086,1.232827,0.696583,0.238597,1.326539,0.872210,0.119378,1.265896,0.803195,0.211506,1.292426,0.725103,0.123545,1.208250,0.651352,0.089235,1.212209,0.676845,0.044959,1.209406,0.600857,0.078678
557,4.641667,1.262568,0.719627,0.441888,1.349055,0.736795,0.499204,1.249162,0.681618,0.201277,1.339805,0.859187,0.082445,1.279034,0.786975,0.172002,1.313115,0.719445,0.100104,1.202814,0.660816,0.096693,1.201545,0.698831,0.131031,1.166627,0.670272,0.061144
558,4.650000,1.262415,0.718423,0.441467,1.348896,0.735583,0.498797,1.249085,0.681064,0.200775,1.339860,0.858695,0.081984,1.278965,0.786375,0.171369,1.313367,0.719094,0.099820,1.202741,0.660981,0.096717,1.201931,0.698659,0.131439,1.166370,0.671005,0.061513
559,4.658333,1.262395,0.717311,0.440935,1.348875,0.734464,0.498268,1.249098,0.680566,0.200167,1.339926,0.858256,0.081374,1.278937,0.785830,0.170609,1.313659,0.718812,0.099435,1.202662,0.661174,0.096732,1.202409,0.698603,0.131731,1.166118,0.671745,0.061869
560,4.666667,1.262492,0.716474,0.440433,1.348943,0.733623,0.497810,1.249233,0.680216,0.199578,1.339985,0.857962,0.080742,1.278973,0.785443,0.169885,1.313941,0.718649,0.099021,1.202593,0.661353,0.096746,1.202915,0.698623,0.131914,1.165899,0.672402,0.062191
561,4.675000,1.240213,0.795893,0.413685,1.326625,0.813065,0.471114,1.234538,0.733288,0.181136,1.323673,0.903389,0.052932,1.257903,0.840000,0.145584,1.314377,0.759259,0.087558,1.209694,0.660619,0.085605,1.237419,0.703212,0.079043,1.192926,0.645257,0.039286
562,4.683333,1.262269,0.714821,0.439667,1.348679,0.731930,0.497117,1.249186,0.679514,0.198680,1.340060,0.857308,0.079834,1.278873,0.784654,0.168747,1.314357,0.718216,0.098463,1.202476,0.661613,0.096785,1.203613,0.698519,0.132318,1.165558,0.673448,0.062731
563,4.691667,1.239384,0.794265,0.413805,1.325740,0.811431,0.471321,1.234073,0.732571,0.181080,1.323712,0.903033,0.053465,1.257640,0.839353,0.145701,1.314487,0.758893,0.087852,1.209573,0.660623,0.085672,1.237141,0.703332,0.079207,1.192629,0.645459,0.039351
564,4.700000,1.261589,0.713244,0.439074,1.347911,0.730385,0.496647,1.248902,0.678791,0.197972,1.340127,0.856573,0.079128,1.278644,0.783826,0.167760,1.314728,0.717701,0.098117,1.202384,0.661849,0.096886,1.204170,0.698347,0.132811,1.165295,0.674405,0.063280
565,4.708333,1.261847,0.712658,0.438636,1.348104,0.729884,0.496281,1.249206,0.678500,0.197450,1.340194,0.856345,0.078472,1.278781,0.783504,0.167076,1.315032,0.717607,0.097699,1.202365,0.662015,0.096935,1.204718,0.698422,0.132920,1.165163,0.674969,0.063606
566,4.716667,1.261466,0.711901,0.438573,1.347684,0.729150,0.496271,1.249021,0.678148,0.197341,1.340237,0.855984,0.078379,1.278675,0.783112,0.166854,1.315122,0.717346,0.097711,1.202343,0.662063,0.096981,1.204787,0.698323,0.133108,1.165121,0.675201,0.063747
567,4.725000,1.261399,0.711318,0.438331,1.347588,0.728609,0.496060,1.249050,0.677874,0.197058,1.340279,0.855721,0.078038,1.278664,0.782801,0.166437,1.315298,0.717193,0.097543,1.202334,0.662174,0.097036,1.205049,0.698339,0.133238,1.165060,0.675546,0.063953
568,4.733333,1.239860,0.790622,0.412041,1.325973,0.808040,0.469845,1.235033,0.730454,0.178865,1.323945,0.901918,0.051899,1.257897,0.837301,0.143499,1.316011,0.758154,0.086570,1.209013,0.661385,0.086187,1.235772,0.704851,0.081648,1.189823,0.649595,0.039762
569,4.741667,1.261297,0.710299,0.437211,1.347322,0.727752,0.495134,1.249345,0.677323,0.195812,1.340330,0.855197,0.076563,1.278664,0.782147,0.164818,1.315960,0.716919,0.096678,1.202366,0.662534,0.097222,1.206206,0.698464,0.133556,1.164855,0.676698,0.064743
570,4.750000,1.238773,0.789835,0.411977,1.324677,0.807375,0.470053,1.234699,0.730034,0.178701,1.323969,0.901666,0.052077,1.257647,0.836902,0.143373,1.316179,0.757944,0.086776,1.209064,0.661386,0.086334,1.235644,0.704973,0.081908,1.189739,0.649754,0.039925
571,4.758333,1.260019,0.709121,0.436921,1.345881,0.726604,0.495077,1.248841,0.676674,0.195456,1.340416,0.854345,0.076176,1.278333,0.781334,0.164171,1.316236,0.716222,0.096646,1.202402,0.662671,0.097460,1.206511,0.698051,0.134301,1.164759,0.677398,0.065386
572,4.766667,1.259816,0.708925,0.436815,1.345650,0.726368,0.495023,1.248804,0.676616,0.195336,1.340457,0.854172,0.075955,1.278282,0.781204,0.163921,1.316369,0.716093,0.096600,1.202429,0.662727,0.097563,1.206712,0.697975,0.134511,1.164744,0.677651,0.065630
573,4.775000,1.259530,0.708729,0.436655,1.345304,0.726163,0.494954,1.248766,0.676526,0.195152,1.340142,0.852952,0.074059,1.278077,0.780572,0.162587,1.316540,0.714953,0.095941,1.202389,0.662834,0.098078,1.207337,0.696499,0.136394,1.164166,0.679083,0.067459
574,4.783333,1.259260,0.708566,0.436434,1.344977,0.725991,0.494821,1.248737,0.676448,0.194910,1.340142,0.852786,0.073731,1.277997,0.780432,0.162225,1.316696,0.714826,0.095809,1.202435,0.662893,0.098195,1.207597,0.696457,0.136571,1.164159,0.679318,0.067735
575,4.791667,1.240528,0.725177,0.467848,1.326167,0.742640,0.526338,1.233662,0.689102,0.227518,1.329106,0.865233,0.108819,1.266529,0.795151,0.198822,1.297261,0.720166,0.116245,1.206211,0.654611,0.093803,1.179097,0.693348,0.074051,1.203953,0.615100,0.060691
576,4.800000,1.258811,0.708211,0.435988,1.344382,0.725705,0.494569,1.248794,0.676220,0.194413,1.340108,0.852454,0.073055,1.277885,0.780102,0.161495,1.316956,0.714622,0.095508,1.202464,0.663027,0.098429,1.208057,0.696535,0.136793,1.164109,0.679700,0.068206
577,4.808333,1.239842,0.724800,0.468063,1.325361,0.742323,0.526710,1.233452,0.688822,0.227711,1.329017,0.864953,0.109086,1.266321,0.794862,0.199000,1.297149,0.719961,0.116556,1.206258,0.654574,0.093948,1.178452,0.693132,0.074816,1.204122,0.615311,0.060535
578,4.816667,1.258532,0.708074,0.435715,1.344031,0.725584,0.494394,1.248828,0.676057,0.194136,1.340117,0.852162,0.072626,1.277807,0.779860,0.161046,1.317150,0.714421,0.095387,1.202517,0.663119,0.098648,1.208369,0.696508,0.137078,1.164102,0.680001,0.068617
579,4.825000,1.258515,0.708112,0.435765,1.344005,0.725614,0.494460,1.248872,0.676050,0.194193,1.340130,0.852138,0.072671,1.277819,0.779852,0.161102,1.317156,0.714412,0.095463,1.202538,0.663109,0.098715,1.208352,0.696530,0.137123,1.164129,0.679948,0.068651
580,4.833333,1.258473,0.708088,0.435941,1.343964,0.725568,0.494642,1.248873,0.676019,0.194377,1.340180,0.852083,0.072867,1.277848,0.779819,0.161303,1.317123,0.714366,0.095635,1.202551,0.663082,0.098773,1.208242,0.696497,0.137203,1.164161,0.679863,0.068653
581,4.841667,1.258380,0.707958,0.436843,1.343866,0.725421,0.495557,1.248796,0.675939,0.195271,1.340349,0.852022,0.073898,1.277998,0.779792,0.162347,1.316852,0.714286,0.096350,1.202561,0.662908,0.098769,1.207584,0.696319,0.137297,1.164289,0.679368,0.068323
582,4.850000,1.240401,0.787841,0.408490,1.325888,0.805280,0.467208,1.237339,0.728240,0.175058,1.323293,0.900041,0.047561,1.257900,0.834806,0.139192,1.317985,0.756871,0.083820,1.208375,0.662382,0.088244,1.233267,0.707165,0.087366,1.184773,0.656405,0.042749
583,4.858333,1.258477,0.708212,0.437451,1.343971,0.725667,0.496155,1.248866,0.676059,0.195893,1.340388,0.852242,0.074670,1.278107,0.780010,0.163167,1.316642,0.714456,0.096871,1.202606,0.662757,0.098800,1.207114,0.696387,0.137202,1.164439,0.678800,0.068003
584,4.866667,1.240550,0.787780,0.408698,1.326044,0.805273,0.467391,1.237460,0.728158,0.175277,1.323337,0.900000,0.047760,1.257995,0.834752,0.139418,1.317958,0.756853,0.083986,1.208424,0.662347,0.088304,1.233299,0.707136,0.087271,1.184925,0.656146,0.042786
585,4.875000,1.258286,0.707855,0.438124,1.343748,0.725456,0.496831,1.248765,0.675797,0.196561,1.340477,0.852142,0.075529,1.278173,0.779845,0.163957,1.316417,0.714419,0.097477,1.202619,0.662624,0.098793,1.206504,0.696461,0.137080,1.164611,0.678221,0.067573
586,4.883333,1.258428,0.707855,0.437423,1.343859,0.725540,0.496150,1.248954,0.675778,0.195850,1.340392,0.852144,0.074672,1.278134,0.779796,0.163091,1.316695,0.714499,0.096932,1.202638,0.662792,0.098863,1.207080,0.696745,0.136986,1.164545,0.678590,0.067847
587,4.891667,1.258685,0.707494,0.437086,1.344025,0.725381,0.495883,1.249272,0.675490,0.195451,1.340414,0.851977,0.074157,1.278281,0.779512,0.162567,1.316882,0.714485,0.096587,1.202622,0.662943,0.098897,1.207415,0.697006,0.136879,1.164504,0.678856,0.067972
588,4.900000,1.263409,0.708288,0.439739,1.348130,0.728494,0.498681,1.252964,0.674758,0.197766,1.340934,0.853416,0.076542,1.281011,0.779749,0.165483,1.316446,0.716552,0.097572,1.202774,0.662679,0.098092,1.206119,0.699561,0.133510,1.165647,0.675920,0.064792
589,4.908333,1.241803,0.723808,0.470553,1.326781,0.743021,0.529457,1.235600,0.687292,0.229933,1.330386,0.863902,0.110384,1.268304,0.793511,0.200489,1.297458,0.719863,0.117738,1.206313,0.654560,0.093940,1.180686,0.693500,0.072661,1.204360,0.614558,0.061403
590,4.916667,1.257736,0.706251,0.437380,1.342954,0.724416,0.496269,1.248754,0.674740,0.195696,1.340546,0.851279,0.074500,1.278110,0.778753,0.162647,1.316847,0.714017,0.096977,1.202591,0.662968,0.098934,1.207053,0.696992,0.136991,1.164584,0.678787,0.067825
591,4.925000,1.239495,0.722672,0.468712,1.324691,0.740889,0.527617,1.233832,0.687180,0.228213,1.329656,0.863571,0.109540,1.266794,0.793281,0.199182,1.297353,0.719316,0.117296,1.206246,0.654686,0.094398,1.177510,0.693540,0.077355,1.203550,0.616521,0.059775
592,4.933333,1.257452,0.705995,0.437823,1.342671,0.724189,0.496702,1.248507,0.674593,0.196142,1.340678,0.851100,0.075018,1.278112,0.778613,0.163104,1.316710,0.713870,0.097364,1.202576,0.662896,0.098860,1.206660,0.696872,0.137003,1.164664,0.678586,0.067569
593,4.941667,1.257589,0.706128,0.438084,1.342861,0.724277,0.496901,1.248497,0.674696,0.196422,1.340721,0.851202,0.075334,1.278168,0.778741,0.163450,1.316617,0.713928,0.097556,1.202592,0.662817,0.098800,1.206462,0.696820,0.136941,1.164728,0.678384,0.067389
594,4.950000,1.262411,0.707428,0.441042,1.347156,0.727743,0.499913,1.252109,0.674290,0.199094,1.341238,0.852866,0.078056,1.280877,0.779302,0.166786,1.316013,0.716105,0.098726,1.202757,0.662437,0.097883,1.204916,0.699288,0.133425,1.165987,0.675158,0.063989
595,4.958333,1.262361,0.707492,0.441154,1.347130,0.727760,0.500005,1.252030,0.674345,0.199218,1.341294,0.852864,0.078186,1.280882,0.779346,0.166919,1.315972,0.716083,0.098812,1.202758,0.662397,0.097820,1.204818,0.699222,0.133395,1.166021,0.675097,0.063883
596,4.966667,1.242758,0.724915,0.471770,1.327523,0.745165,0.530633,1.236348,0.687481,0.231123,1.331060,0.864132,0.110852,1.269181,0.793772,0.201122,1.297688,0.720333,0.118047,1.206425,0.654438,0.093242,1.184238,0.693408,0.068443,1.204780,0.613023,0.062506
597,4.975000,1.262017,0.707264,0.441219,1.346760,0.727520,0.500112,1.251824,0.674210,0.199274,1.341419,0.852584,0.078178,1.280849,0.779145,0.166869,1.316003,0.715838,0.098862,1.202754,0.662374,0.097741,1.204790,0.698988,0.133535,1.166016,0.675259,0.063875
598,4.983333,1.242445,0.724741,0.471728,1.327175,0.744982,0.530644,1.236176,0.687381,0.231066,1.331079,0.863976,0.110819,1.269099,0.793643,0.201040,1.297670,0.720189,0.118011,1.206434,0.654427,0.093162,1.183911,0.693365,0.068617,1.204836,0.613109,0.062295
599,4.991667,1.261574,0.706980,0.441048,1.346289,0.727226,0.499984,1.251568,0.674042,0.199099,1.341509,0.852264,0.077939,1.280737,0.778896,0.166550,1.316103,0.715574,0.098772,1.202746,0.662408,0.097671,1.204895,0.698796,0.133687,1.165973,0.675557,0.063945
600,5.000000,1.257129,0.705980,0.437842,1.342404,0.724036,0.496683,1.248163,0.674653,0.196185,1.341068,0.850730,0.074836,1.278163,0.778511,0.162901,1.316838,0.713527,0.097329,1.202606,0.662834,0.098464,1.206701,0.696432,0.136938,1.164759,0.678891,0.067280
601,5.008333,1.256588,0.705614,0.438145,1.341855,0.723684,0.496992,1.247784,0.674399,0.196506,1.341194,0.850351,0.075191,1.278059,0.778212,0.163157,1.316754,0.713201,0.097669,1.202589,0.662775,0.098441,1.206398,0.696165,0.137126,1.164800,0.678863,0.067203
602,5.016667,1.256574,0.705556,0.438192,1.341846,0.723644,0.497026,1.247758,0.674354,0.196557,1.341282,0.850248,0.075185,1.278100,0.778146,0.163148,1.316762,0.713147,0.097703,1.202586,0.662776,0.098390,1.206348,0.696191,0.137057,1.164835,0.678843,0.067095
603,5.025000,1.238838,0.722677,0.468088,1.324124,0.740779,0.526898,1.233210,0.687217,0.227677,1.330025,0.863160,0.108883,1.266635,0.793164,0.198385,1.297473,0.719058,0.116953,1.206327,0.654638,0.093955,1.177001,0.693725,0.078523,1.203152,0.617366,0.058412
604,5.033333,1.256687,0.705566,0.438439,1.341995,0.723679,0.497214,1.247768,0.674339,0.196824,1.341458,0.850166,0.075387,1.278232,0.778128,0.163370,1.316733,0.713125,0.097890,1.202618,0.662705,0.098287,1.206155,0.696257,0.136858,1.164969,0.678595,0.066781
605,5.041667,1.239084,0.722741,0.468096,1.324431,0.740857,0.526813,1.233288,0.687240,0.227719,1.330207,0.863083,0.108789,1.266777,0.793160,0.198318,1.297539,0.719055,0.116945,1.206356,0.654618,0.093901,1.177164,0.693807,0.078474,1.203112,0.617391,0.058317
606,5.050000,1.256992,0.705675,0.438796,1.342376,0.723789,0.497461,1.247849,0.674396,0.197216,1.341661,0.850160,0.075703,1.278431,0.778197,0.163745,1.316668,0.713169,0.098146,1.202661,0.662613,0.098178,1.205887,0.696370,0.136596,1.165139,0.678232,0.066385
607,5.058333,1.257222,0.705758,0.438896,1.342645,0.723866,0.497505,1.247943,0.674441,0.197330,1.341748,0.850186,0.075772,1.278545,0.778250,0.163855,1.316658,0.713217,0.098202,1.202680,0.662584,0.098144,1.205822,0.696467,0.136457,1.165206,0.678080,0.066235
608,5.066667,1.257465,0.705864,0.439018,1.342928,0.723960,0.497573,1.248048,0.674504,0.197467,1.342153,0.851248,0.077449,1.278800,0.778795,0.164999,1.316601,0.714246,0.098792,1.202786,0.662492,0.097703,1.205368,0.697956,0.134602,1.165875,0.676682,0.064554
609,5.075000,1.257753,0.706034,0.439150,1.343263,0.724095,0.497646,1.248174,0.674611,0.197617,1.342225,0.851340,0.077563,1.278925,0.778916,0.165175,1.316567,0.714335,0.098858,1.202809,0.662446,0.097675,1.205283,0.698055,0.134441,1.165951,0.676471,0.064398
610,5.083333,1.240223,0.723561,0.468246,1.325790,0.741597,0.526668,1.233775,0.687766,0.227987,1.331716,0.863759,0.109683,1.267803,0.793837,0.198868,1.298262,0.719973,0.117251,1.206470,0.654547,0.093256,1.182156,0.694971,0.073241,1.203228,0.615693,0.059455
611,5.091667,1.258419,0.706443,0.439339,1.344019,0.724476,0.497713,1.248505,0.674831,0.197843,1.342385,0.851553,0.077701,1.279223,0.779171,0.165447,1.316525,0.714563,0.098917,1.202859,0.662396,0.097597,1.205154,0.698362,0.134026,1.166112,0.676057,0.064046
612,5.100000,1.240738,0.724032,0.468472,1.326374,0.742051,0.526798,1.234038,0.688040,0.228252,1.331978,0.863889,0.109733,1.268110,0.794083,0.199042,1.298321,0.720120,0.117302,1.206524,0.654511,0.093139,1.183039,0.694864,0.072021,1.203468,0.615144,0.059919
613,5.108333,1.258883,0.706749,0.439391,1.344545,0.724755,0.497682,1.248753,0.674979,0.197926,1.342577,0.851673,0.077731,1.279477,0.779334,0.165558,1.316551,0.714713,0.098911,1.202903,0.662403,0.097541,1.205131,0.698647,0.133698,1.166238,0.675821,0.063803
614,5.116667,1.259173,0.706928,0.439381,1.344879,0.724904,0.497618,1.248898,0.675074,0.197937,1.342698,0.851723,0.077682,1.279626,0.779423,0.165560,1.316574,0.714794,0.098872,1.202920,0.662425,0.097508,1.205134,0.698838,0.133495,1.166300,0.675708,0.063667
615,5.125000,1.259914,0.707335,0.438845,1.345662,0.725269,0.497032,1.249392,0.675291,0.197407,1.342801,0.851901,0.076947,1.279890,0.779613,0.164951,1.316839,0.715008,0.098345,1.202950,0.662558,0.097495,1.205680,0.699156,0.133259,1.166259,0.675965,0.063782
